Key,Source,Context,UsedInMainMenu,NoTranslate,english
doughs_ParcelNote_Birthday_005,,items,Admin,newKey,"Happy Birthday!"
doughs_ParcelNote_Birthday_005Desc,,items,Admin,newKey,"Happy Birthday! You keep drinkin' that coffee! Ha Ha! Maria, John, Jonah, and Bowsers the cat"
doughs_Parcel_ReturnedItem_001,,items,Admin,newKey,"Navazon Package"
doughs_Parcel_ReturnedItem_001Desc,,items,Admin,newKey,"This was to be sent back to Navazon"
doughs_Parcel_ReturnedItem_002,,items,Admin,newKey,"Navazon Package"
doughs_Parcel_ReturnedItem_002Desc,,items,Admin,newKey,"This is a previously opened Navazon package"
doughs_Parcel_ReturnedItem_003,,items,Admin,newKey,"Navazon Package"
doughs_Parcel_ReturnedItem_003Desc,,items,Admin,newKey,"Navazon with that logo of an arrow pointing just at the Z"
doughs_Parcel_ReturnedItem_004,,items,Admin,newKey,"Navazon Package"
doughs_Parcel_ReturnedItem_004Desc,,items,Admin,newKey,"Just a plain package"
doughs_Parcel_ReturnedItem_005,,items,Admin,newKey,"Navazon Package"
doughs_Parcel_ReturnedItem_005Desc,,items,Admin,newKey,"Just a plain package"
doughs_Parcel_UnopenedPackage_001,,items,Admin,newKey,"Medium Heavy box"
doughs_Parcel_UnopenedPackage_001Desc,,items,Admin,newKey,"Working Stiffs Tools. NOW You're stiff!"
doughs_Parcel_UnopenedPackage_002,,items,Admin,newKey,"Small box"
doughs_Parcel_UnopenedPackage_002Desc,,items,Admin,newKey,"Online Hardcore Cosmetix"
doughs_Parcel_UnopenedPackage_003,,items,Admin,newKey,"Medium size heavy box"
doughs_Parcel_UnopenedPackage_003Desc,,items,Admin,newKey,"Working Stiffs Office Tools. NOW that's stiff!"
doughs_Parcel_UnopenedPackage_004,,items,Admin,newKey,"Medium size heavy box"
doughs_Parcel_UnopenedPackage_004Desc,,items,Admin,newKey,"SexyHouseGifts.com. Shhh, we won't tell everyone you're horny!"
doughs_Parcel_UnopenedPackage_005,,items,Admin,newKey,"Small box"
doughs_Parcel_UnopenedPackage_005Desc,,items,Admin,newKey,"7 Days to Eye. You get your shipment in 7 days, or its 10% off!"
doughs_Parcel_UnopenedPackage_006,,items,Admin,newKey,"Medium sized box"
doughs_Parcel_UnopenedPackage_006Desc,,items,Admin,newKey,"Darkness.com. Feel the Darkness"
doughs_Parcel_UnopenedPackage_007,,items,Admin,newKey,"Medium sized box"
doughs_Parcel_UnopenedPackage_007Desc,,items,Admin,newKey,"SnitchesGetStitches.com - Don't go outside without adequate defenses!"
doughs_Parcel_UnopenedPackage_008,,items,Admin,newKey,"Medium sized box"
doughs_Parcel_UnopenedPackage_008Desc,,items,Admin,newKey,"Paper-R-Us.com"
doughs_Parcel_UnopenedPackage_009,,items,Admin,newKey,"Medium sized box"
doughs_Parcel_UnopenedPackage_009Desc,,items,Admin,newKey,"Fryed Electronics - Going out of business sale!"
doughs_Parcel_UnopenedPackage_010,,items,Admin,newKey,"Heavy Medium sized box"
doughs_Parcel_UnopenedPackage_010Desc,,items,Admin,newKey,"Crack-A-Book.com\nIt's A-Book time you read a Book!"
doughs_Parcel_BuildKitPackage_001,,items,Admin,newKey,"A very heavy box"
doughs_Parcel_BuildKitPackage_001Desc,,items,Admin,newKey,"DamnWow! U-Build-a-Kit\nDamnWow! Corp.\nNavazgane AZ 85901"
doughs_ParcelNote_BuildKitPackage_001,,items,Admin,newKey,"DamnWow! U-Build-a-Turret kit"
doughs_ParcelNote_BuildKitPackage_001Desc,,items,Admin,newKey,"DamnWow! is happy to provide YOU with the latest in DamWow! kits!\nSome assembly required. DamWow! kit may not contain all tools for assembly. DamWow! and DamWow! holding companies cannot be held liable for damage to property or bodily harm."
doughs_Parcel_BuildKitPackage_002,,items,Admin,newKey,"A very heavy box"
doughs_Parcel_BuildKitPackage_002Desc,,items,Admin,newKey,"DamnWow! U-Build-a-Kit\nDamnWow! Corp.\nNavazgane AZ 85901"
doughs_ParcelNote_BuildKitPackage_002,,items,Admin,newKey,"DamnWow! U-Build-a-Fireworks expansion kit"
doughs_ParcelNote_BuildKitPackage_002Desc,,items,Admin,newKey,"DamnWow! is happy to provide YOU with the latest in DamWow! kits!\nSome assembly required. DamWow! kit may not contain all tools for assembly. DamWow! and DamWow! holding companies cannot be held liable for damage to property or bodily harm."
doughs_Parcel_BuildKitPackage_003,,items,Admin,newKey,"A very heavy box"
doughs_Parcel_BuildKitPackage_003Desc,,items,Admin,newKey,"DamnWow! U-Build-a-Kit\nDamnWow! Corp.\nNavazgane AZ 85901"
doughs_ParcelNote_BuildKitPackage_003,,items,Admin,newKey,"DamnWow! U-Build-a-Room Painting kit"
doughs_ParcelNote_BuildKitPackage_003Desc,,items,Admin,newKey,"DamnWow! is happy to provide YOU with the latest in DamWow! kits!\nSome assembly required. DamWow! kit may not contain all tools for assembly. DamWow! and DamWow! holding companies cannot be held liable for damage to property or bodily harm."
doughs_Parcel_BuildKitPackage_004,,items,Admin,newKey,"A very heavy box"
doughs_Parcel_BuildKitPackage_004Desc,,items,Admin,newKey,"DamnWow! U-Build-a-Kit\nDamnWow! Corp.\nNavazgane AZ 85901"
doughs_ParcelNote_BuildKitPackage_004,,items,Admin,newKey,"DamnWow! U-Build-a-Filter kit"
doughs_ParcelNote_BuildKitPackage_004Desc,,items,Admin,newKey,"DamnWow! is happy to provide YOU with the latest in DamWow! kits!\nSome assembly required. DamWow! kit may not contain all tools for assembly. DamWow! and DamWow! holding companies cannot be held liable for damage to property or bodily harm."
doughs_Page_Game_Soduku_001,,items,Admin,newKey,"Soduku Challenge #001"
doughs_Page_Game_Soduku_001Desc,,items,Admin,newKey,"Difficulty: Easy\n8 _ 2 | _ 3 _ | _ 7 4\n_ _ _ | 6 4 _ | 3 2 _\n_ _ _ | 7 _ _ | 8 _ 1\n________________\n_ 7 _ | 1 9 _ | _ _ _\n4 _ 9 | 8 _ 7 | 2 _ 6\n_ _ _ | _ 6 2 | _ 9 _\n________________\n9 _ 1 | _ _ 3 | _ _ _\n_ 8 3 | _ 7 6 | _ _ _\n6 2 _ | _ 1 _ | 9 _ 3"
doughs_Page_Game_Soduku_002,,items,Admin,newKey,"Soduku Challenge #002"
doughs_Page_Game_Soduku_002Desc,,items,Admin,newKey,"Difficulty: Easy\n_ 1 _ | 4 _ 2 | 6 _ _\n5 2 _ | _ 6 _ | _ 1 _\n_ _ 3 | 5 7 _ | _ _ 2\n________________\n_ _ 1 | _ _ _ | 7 _ 3\n_ _ _ | 7 1 6 | _ _ _\n8 _ 6 | _ _ _ | 5 _ _\n________________\n6 _ _ | _ 4 5 | 9 _ _\n_ 8 _ | _ 3 _ | _ 5 4\n_ _ 4 | 9 _ 8 | _ 7 _"
doughs_Page_Game_Soduku_003,,items,Admin,newKey,"Soduku Challenge #003"
doughs_Page_Game_Soduku_003Desc,,items,Admin,newKey,"Difficulty: Easy\n6 _ 7 | _ _ 5 | 4 _ 8\n_ 1 _ | _ _ _ | _ _ 3\n_ 4 _ | 1 7 _ | 9 6 _\n________________\n_ _ _ | _ _ _ | 8 2 _\n_ 7 1 | 2 9 8 | 5 4 _\n_ 5 8 | _ _ _ | _ _ _\n________________\n_ 9 3 | _ 8 4 | _ 7 _\n7 _ _ | _ _ _ | _ 8 _\n1 _ 4 | 7 _ _ | 6 _ 5"
doughs_Page_Game_Soduku_004,,items,Admin,newKey,"Soduku Challenge #026"
doughs_Page_Game_Soduku_004Desc,,items,Admin,newKey,"Difficulty: Medium\n_ _ 7 | _ 8 _ | 2 _ 3\n_ 9 4 | _ _ _ | _ _ _\n_ _ _ | _ _ _ | _ 5 _\n________________\n_ 1 _ | 4 _ _ | _ 8 9\n6 4 _ | 9 _ 5 | _ 3 2\n9 7 _ | _ _ 2 | _ 1 _\n________________\n_ 6 _ | _ _ _ | _ _ _\n_ _ _ | _ _ _ | 3 6 _\n3 _ 5 | _ 9 _ | 4 _ _"
doughs_Page_Game_Soduku_005,,items,Admin,newKey,"Soduku Challenge #027"
doughs_Page_Game_Soduku_005Desc,,items,Admin,newKey,"Difficulty: Medium\n_ _ _ | _ _ _ | 8 _ 3\n_ 3 _ | _ 9 7 | _ _ 4\n_ _ 1 | _ 5 _ | _ 7 _\n________________\n9 5 4 | _ _ _ | 7 8 2\n_ _ _ | _ 4 _ | _ _ _\n3 6 7 | _ _ _ | 1 4 9\n________________\n_ 1 _ | _ 2 _ | 5 _ _\n8 _ _ | 3 6 _ | _ 9 _\n4 _ 6 | _ _ _ | _ _ _"
doughs_Page_Game_Soduku_006,,items,Admin,newKey,"Soduku Challenge #051"
doughs_Page_Game_Soduku_006Desc,,items,Admin,newKey,"Difficulty: Hard\n4 _ 2 | _ _ 9 | _ 3 6\n_ _ 8 | _ _ _ | _ _ _\n5 6 _ | 8 _ 4 | _ _ _\n________________\n_ 1 _ | _ _ 7 | 9 _ _\n2 _ _ | _ _ _ | _ _ 3\n_ _ 7 | 2 _ _ | _ 8 _\n________________\n_ _ _ | 1 _ 8 | _ 6 2\n_ _ _ | _ _ _ | 4 _ _\n7 3 _ | 4 _ _ | 5 _ 8"
doughs_Page_Game_Soduku_007,,items,Admin,newKey,"Soduku Challenge #052"
doughs_Page_Game_Soduku_007Desc,,items,Admin,newKey,"Difficulty: Hard\n5 _ 4 | 8 2 _ | _ _ _\n6 _ _ | _ 9 _ | _ 3 _\n_ 9 _ | _ _ _ | _ _ _\n________________\n_ _ 3 | _ _ 9 | _ _ 4\n_ _ 6 | 3 7 4 | 5 _ _\n2 _ _ | 1 _ _ | 8 _ _\n________________\n_ _ _ | _ _ _ | _ 4 _\n_ 8 _ | _ 3 _ | _ _ 6\n_ _ _ | _ 5 8 | 7 _ 1"
doughs_Page_Game_Soduku_008,,items,Admin,newKey,"Soduku Challenge #075"
doughs_Page_Game_Soduku_008Desc,,items,Admin,newKey,"Difficulty: Genius\n8 _ _ | _ _ _ | 9 _ _\n6 _ _ | _ 3 4 | 7 _ _\n_ _ _ | 8 _ _ | _ 1 _\n________________\n_ 3 _ | 5 _ _ | _ 9 1\n_ _ 8 | _ _ _ | 2 _ _\n5 4 _ | _ _ 3 | _ 7 _\n________________\n_ 7 _ | _ _ 5 | _ _ _\n_ _ 3 | 6 2 _ | _ _ 4\n_ _ 5 | _ _ _ | _ _ 7"
doughs_Page_Game_Soduku_009,,items,Admin,newKey,"Soduku Challenge #076"
doughs_Page_Game_Soduku_009Desc,,items,Admin,newKey,"Difficulty: Genius\n8 _ 1 | 2 6 _ | _ _ _\n7 _ _ | _ _ _ | 1 _ _\n2 _ _ | 8 _ _ | _ 4 _\n________________\n4 _ _ | 3 _ _ | 9 _ _\n_ _ _ | 1 _ 9 | _ _ _\n_ _ 2 | _ _ 5 | _ _ 7\n________________\n_ 8 _ | _ _ 2 | _ _ 1\n_ _ 7 | _ _ _ | _ _ 4\n_ _ _ | _ 9 1 | 7 _ 8"
doughs_Page_Game_Soduku_010,,items,Admin,newKey,"Soduku Challenge #028"
doughs_Page_Game_Soduku_010Desc,,items,Admin,newKey,"Difficulty: Medium\n_ _ _ | _ _ _ | 2 7 _\n_ _ _ | _ 8 _ | _ _ _\n6 9 _ | _ 7 2 | _ 5 1\n________________\n2 _ 4 | _ 3 _ | _ 1 _\n1 5 _ | _ 4 _ | _ 2 9\n_ 7 _ | _ 5 _ | 4 _ 3\n________________\n4 3 _ | 6 2 _ | _ 9 5\n_ _ _ | _ 1 _ | _ _ _\n_ 1 6 | _ _ _ | _ _ _"
doughs_Page_Game_Soduku_011,,items,Admin,newKey,"Soduku Challenge #029"
doughs_Page_Game_Soduku_011Desc,,items,Admin,newKey,"Difficulty: Medium\n_ 3 _ | 5 _ 7 | 1 _ _\n_ 4 7 | _ 3 _ | _ _ _\n_ _ 5 | _ _ _ | 9 7 _\n________________\n_ 2 8 | 9 _ _ | _ _ _\n_ 7 _ | 2 _ 5 | _ 9 _\n_ _ _ | _ _ 4 | 8 5 _\n________________\n_ 1 2 | _ _ _ | 4 _ _\n_ _ _ | _ 1 _ | 5 3 _\n_ _ 3 | 6 _ 8 | _ 1 _"
doughs_Book_Game_Soduku_001,,items,Admin,newKey,"Book of Soduku Madness - Easy"
doughs_Book_Game_Soduku_001Desc,,items,Admin,newKey,"A Collection of easy Soduku challenges"
doughs_Book_Game_Soduku_002,,items,Admin,newKey,"Book of Soduku Madness - Medium"
doughs_Book_Game_Soduku_002Desc,,items,Admin,newKey,"A Collection of medium Soduku challenges"
doughs_Book_Game_Soduku_003,,items,Admin,newKey,"Book of Soduku Madness - Hard"
doughs_Book_Game_Soduku_003Desc,,items,Admin,newKey,"A Collection of hard Soduku challenges"
doughs_Book_Game_Soduku_004,,items,Admin,newKey,"Book of Soduku Madness - Super Genius"
doughs_Book_Game_Soduku_004Desc,,items,Admin,newKey,"A Collection of very hard Soduku challenges"
doughs_Book_Game_Soduku_005,,items,Admin,newKey,"Book of Soduku Madness - Medium"
doughs_Book_Game_Soduku_006Desc,,items,Admin,newKey,"A Collection of medium Soduku challenges"
doughs_Parcel_Game_Soduku_001,,items,Admin,newKey,"A small gift box"
doughs_Parcel_Game_Soduku_001Desc,,items,Admin,newKey,"A nicely wrapped gift box, as if the person wrapping it had mad skills. Or was crying out for help."
doughs_cntGameBoardSoduku,,blocks,Block,newKey,"Soduku Madness Board"
doughs_cntGameBoardSodukuDesc,,blocks,Block,newKey,"A really nice glass, lockable Soduku board.\nFind Soduku puzzle pages and craft colored number Game Blocks to play.\nWhy not pass the time playing relaxing games after a hard day of looting former homes of the dead?"
doughs_ParcelNote_Game_Soduku,,items,Admin,newKey,"Soduku Madness hobby craft kit"
doughs_ParcelNote_Game_SodukuDesc,,items,Admin,newKey,"Hello fellow Soduku-er!\nThis handmade Soduku board comes with instructions on how to craft your own custom Soduku game blocks!\nEnjoy a timeless heirloom with your family as well as hone your inner craftsman!\nAlso included with your set are a few sample games. Have FUN!"
doughs_Game_Soduku_Pieces_Schematic,,items,Admin,newKey,"How to craft Soduku Game Blocks"
doughs_Game_Soduku_Pieces_SchematicDesc,,items,Admin,newKey,"Craft Game Blocks using the forge.\bThese are very nice colorful blocks specifically made for Soduku. They are made out of very sturdy material."
doughs_GameBlock_0,,blocks,Variant,newKey,"Soduku 0"
doughs_GameBlock_0Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_GameBlock_1,,blocks,Variant,newKey,"Soduku 1"
doughs_GameBlock_1Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_GameBlock_2,,blocks,Variant,newKey,"Soduku 2"
doughs_GameBlock_2Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_GameBlock_3,,blocks,Variant,newKey,"Soduku 3"
doughs_GameBlock_3Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_GameBlock_4,,blocks,Variant,newKey,"Soduku 4"
doughs_GameBlock_4Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_GameBlock_5,,blocks,Variant,newKey,"Soduku 5"
doughs_GameBlock_5Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_GameBlock_6,,blocks,Variant,newKey,"Soduku 6"
doughs_GameBlock_6Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_GameBlock_7,,blocks,Variant,newKey,"Soduku 7"
doughs_GameBlock_7Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_GameBlock_8,,blocks,Variant,newKey,"Soduku 8"
doughs_GameBlock_8Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_GameBlock_9,,blocks,Variant,newKey,"Soduku 9"
doughs_GameBlock_9Desc,,blocks,Variant,newKey,"A block for playing games on Soduku boards. Put it inside the board, not on a wall!"
doughs_ParcelNote_Game_TicTacToe,,items,Admin,newKey,"How to play Tic-Tac-Toe"
doughs_ParcelNote_Game_TicTacToeDesc,,items,Admin,newKey,"First: Craft standard metal X and O blocks to play\nSecond:IT'S TIC-TAC-TOE!\nTIME TO KICK IT HARDCORE!\nA game so simple even a zed could play it"
doughs_Parcel_Game_TicTacToe_001,,items,Admin,newKey,"A small gift box"
doughs_Parcel_Game_TicTacToe_001Desc,,items,Admin,newKey,"A nicely wrapped gift box, as if the person wrapping it had mad skills. Or was crying out for help."
doughs_cntGameBoardTicTacToe,,blocks,Block,newKey,"TIC-TAC-TOE Board"
doughs_cntGameBoardTicTacToeDesc,,blocks,Block,newKey,"A simple board game crafted of the highest quality shatter resistant glass materials.\nThis is something you would get in the mail for Christmas from an Aunt you never see and you never open the box.\nMight be fun though after rummaging through the ashes of humanity all day"
doughs_ParcelNote_Game_Checkers,,items,Admin,newKey,"How to play Checkers"
doughs_ParcelNote_Game_CheckersDesc,,items,Admin,newKey,"First: Find the schematic to craft the pieces.\nSecond:To maintain fairness to both players, start the game with the Red pieces on the left side, Black pieces on the right.\nThe player with the LEAST zombie kills goes first.\nBEWARE OF CHEATERS!"
doughs_CheckersBlock_1,,items,Admin,newKey,"Red Checker Piece"
doughs_CheckersBlock_1Desc,,items,Admin,newKey,"Checkers piece for playing games on Checkers boards"
doughs_CheckersBlock_2,,items,Admin,newKey,"Black Checker Piece"
doughs_CheckersBlock_2Desc,,items,Admin,newKey,"Checkers piece for playing games on Checkers boards"
doughs_cntGameBoardChessAndCheckers,,blocks,Block,newKey,"Chess and Checkers Board"
doughs_cntGameBoardChessAndCheckersDesc,,items,Admin,newKey,"A handsome lockable board crafted from extremely fragile glass, smoke, and mirrors\nSomething very difficult to craft so its good you found this one as nobody wants to play a game unshowered and covered in the grime of the dead on a crappy board."
doughs_Parcel_Game_Checkers_001,,items,Admin,newKey,"A small gift box"
doughs_Parcel_Game_Checkers_001Desc,,items,Admin,newKey,"A nicely wrapped gift box, as if the person wrapping it had mad skills. Or was crying out for help."
doughs_ChessPiece_Pawn_Red,,blocks,Variant,newKey,"Red Pawn"
doughs_ChessPiece_Pawn_RedDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_Knight_Red,,blocks,Variant,newKey,"Red Knight"
doughs_ChessPiece_Knight_RedDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_Bishop_Red,,blocks,Variant,newKey,"Red Bishop"
doughs_ChessPiece_Bishop_RedDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_Rook_Red,,blocks,Variant,newKey,"Red Rook"
doughs_ChessPiece_Rook_RedDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_King_Red_001,,blocks,Variant,newKey,"Red King"
doughs_ChessPiece_King_Red_002,,blocks,Variant,newKey,"Red King"
doughs_ChessPiece_King_Red_003,,blocks,Variant,newKey,"Red King"
doughs_ChessPiece_King_Red_004,,blocks,Variant,newKey,"Red King"
doughs_ChessPiece_King_Red_005,,blocks,Variant,newKey,"Red King"
doughs_ChessPiece_King_RedDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_Queen_Red,,blocks,Variant,newKey,"Red Queen"
doughs_ChessPiece_Queen_RedDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_Pawn_Blue,,blocks,Variant,newKey,"Blue Pawn"
doughs_ChessPiece_Pawn_BlueDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_Knight_Blue,,blocks,Variant,newKey,"Blue Knight"
doughs_ChessPiece_Knight_BlueDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_Bishop_Blue,,blocks,Variant,newKey,"Blue Bishop"
doughs_ChessPiece_Bishop_BlueDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_Rook_Blue,,blocks,Variant,newKey,"Blue Rook"
doughs_ChessPiece_Rook_BlueDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards"
doughs_ChessPiece_King_Blue_001,,blocks,Variant,newKey,"Blue King"
doughs_ChessPiece_King_Blue_002,,blocks,Variant,newKey,"Blue King"
doughs_ChessPiece_King_Blue_003,,blocks,Variant,newKey,"Blue King"
doughs_ChessPiece_King_Blue_004,,blocks,Variant,newKey,"Blue King"
doughs_ChessPiece_King_Blue_005,,blocks,Variant,newKey,"Blue King"
doughs_ChessPiece_King_BlueDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards. Put it inside the board, not on a wall!"
doughs_ChessPiece_Queen_Blue,,blocks,Variant,newKey,"Blue Queen"
doughs_ChessPiece_Queen_BlueDesc,,blocks,Variant,newKey,"Chess piece for playing games on Chess boards. Put it inside the board, not on a wall!"
doughs_ParcelNote_Game_Chess,,items,Admin,newKey,"How to play Chess"
doughs_ParcelNote_Game_ChessDesc,,items,Admin,newKey,"First: Loot all the chess pieces.\nSecond:To maintain fairness to both players, start the game with the Red pieces on the left side, Blue pieces on the right.\nThe player with the LEAST zombie kills goes first.\nBEWARE OF CHEATERS!"
doughs_Parcel_Game_Chess_001,,items,Admin,newKey,"A small gift box"
doughs_Parcel_Game_Chess_001Desc,,items,Admin,newKey,"A nicely wrapped gift box, as if the person wrapping it had mad skills. Or was crying out for help."
doughs_ParcelNote_Sorry_001,,items,Admin,newKey,"Notice of Delay"
doughs_ParcelNote_Sorry_001Desc,,items,Admin,newKey,"Dear Customer, We are so sorry to inform you that your order of:\n(1) AA12 Atchisson Assault Shotgun\n(2000) rounds ammunition\nWas unable to be shipped due to recent high demand. We would like to compensate you for the longer wait with this included coupon from one of our local affiliates."
doughs_ParcelNote_SorryCoupon_001,,items,Admin,newKey,"Coupon"
doughs_ParcelNote_SorryCoupon_001Desc,,items,Admin,newKey,"5% off your next order of Sham Sandwiches at Shamway! Wow! Now you're Shammin'"
doughs_Parcel_Sorry_001,,items,Admin,newKey,"A small flat box"
doughs_Parcel_Sorry_001Desc,,items,Admin,newKey,"Shotgun Messiah - Delivery Department"
doughs_ParcelNote_Sorry_002,,items,Admin,newKey,"Notice of Delivery Delay"
doughs_ParcelNote_Sorry_002Desc,,items,Admin,newKey,"Dear Customer, We are so sorry to inform you that your order of:\n(2) XM25 CDTE grenade launcher\n(500) 25mm grenades\nWas unable to be shipped due to recent high demand. We would like to compensate you for the longer wait with this included coupon from one of our local affiliates."
doughs_ParcelNote_SorryCoupon_002,,items,Admin,newKey,"Coupon"
doughs_ParcelNote_SorryCoupon_002Desc,,items,Admin,newKey,"10% off any Lap Dance at the Boobie Trap (Can be used only Monday through Thursday from opening until 2 PM.)"
doughs_Parcel_Sorry_002,,items,Admin,newKey,"A small flat box"
doughs_Parcel_Sorry_002Desc,,items,Admin,newKey,"Shotgun Messiah - Sales Department"
doughs_ParcelNote_Sorry_003,,items,Admin,newKey,"Delayed Delivery"
doughs_ParcelNote_Sorry_003Desc,,items,Admin,newKey,"Dear Customer, We are so sorry to inform you that your order of:\n(2) FN Five-Seven Pistol\n(5000) rounds ammunition\nWas unable to be shipped due to recent high demand. We would like to compensate you for the longer wait with this included coupon from one of our local affiliates."
doughs_ParcelNote_SorryCoupon_003,,items,Admin,newKey,"Coupon"
doughs_ParcelNote_SorryCoupon_003Desc,,items,Admin,newKey,"2% off any Pop-N-Pills brand nasal decongestant"
doughs_Parcel_Sorry_003,,items,Admin,newKey,"A small flat box"
doughs_Parcel_Sorry_003Desc,,items,Admin,newKey,"Shotgun Messiah - CEO - Weapons Division"
doughs_ParcelNote_Sorry_004,,items,Admin,newKey,"Delayed Delivery Notice"
doughs_ParcelNote_Sorry_004Desc,,items,Admin,newKey,"Dear Customer, We are so sorry to inform you that your order of:\n(1) Chiappa Rhino\n(2000) rounds ammunition\n(1) Custom carrying case\nWas unable to be shipped due to recent high demand. We would like to compensate you for the longer wait with this included coupon from one of our local affiliates."
doughs_ParcelNote_SorryCoupon_004,,items,Admin,newKey,"Coupon"
doughs_ParcelNote_SorryCoupon_004Desc,,items,Admin,newKey,"3% off any bargain bin or used item - Working Stiffs"
doughs_Parcel_Sorry_004,,items,Admin,newKey,"A small flat box"
doughs_Parcel_Sorry_004Desc,,items,Admin,newKey,"Shotgun Messiah - Warehouse"
doughs_ParcelNote_Sorry_005,,items,Admin,newKey,"Customer Notice"
doughs_ParcelNote_Sorry_005Desc,,items,Admin,newKey,"Dear Customer, We are so sorry to inform you that your order of:\n(1) TrackingPoint .338 ShadowTrax8\n(1000) rounds ammunition\n(1) Custom carrying case\nWas unable to be shipped due to recent high demand. We would like to compensate you for the longer wait with this included coupon from one of our local affiliates."
doughs_ParcelNote_SorryCoupon_005,,items,Admin,newKey,"Coupon"
doughs_ParcelNote_SorryCoupon_005Desc,,items,Admin,newKey,"One (1) Free water* at any Pass-N-Gas station.\n\n\nLimit one (1) Four ounce (4oz) or smaller unflavored water. Some restrictions apply. Refrigerated water is exempt.\nCoupon expires in 5 days."
doughs_Parcel_Sorry_005,,items,Admin,newKey,"A small flat box"
doughs_Parcel_Sorry_005Desc,,items,Admin,newKey,"Shotgun Messiah - Corp. Headquarters"
doughs_cntTreasureChest,blocks,Quest,,,"Geocache"
doughs_cntTreasureChestDesc,blocks,Quest,,,"Target for the Geocache quest"
doughs_treasure_map_001,items,Quest - Treasure Map,,,"Geocache Map"
doughs_treasure_quest_001,Quest,Challenge Info,,,"Geocache Map"
doughs_treasure_quest_001_offer,Quest,Challenge Info,,,"Hello fellow Geocacher!\nThe kids and I just love doing this, and it's a great way to get them off the video games.\nYou may have to dig a little for this one!\nHave FUN!\nThe Fertisons\n(P.S. Keep On Caching On!)"
doughs_treasure_map_002,items,Quest - Treasure Map,,,"Geocache Map"
doughs_treasure_quest_001,Quest,Challenge Info,,,"Geocache Map"
